customer_id,customer_name,risk_score_30d,risk_score_60d,risk_score_90d,account_value,days_since_last_order,active_months,volatility,gmv_slope,intervention_status,risk_level_30d
48,Rajasthan vegetables &Fruits trading,0.8766803522936621,0.990591622852236,0.9993761618585114,0.0,267,0,0.1993564085704385,0.0,,High
49,Pattaya Beach Supermarket,0.1368810657997205,0.1095048526397764,0.0821286394798323,0.0,365,1,0.3727216865814189,0.0,,Low
51,Izzath Grocery,0.1418420177983403,0.1134736142386722,0.0851052106790042,0.0,365,1,0.2496079104307389,0.0,,Low
53,Hassan Al Mass Grocery,0.7150366279102388,0.9999701192910284,0.9984911764295864,2245.83,604,12,0.2495793995824973,236.8532346615727,,High
56,Aftaab Grocery,0.9527433157931092,0.9926013702256494,0.9990419127585576,0.0,152,0,0.0452805452303963,0.0,,High
58,Galaxy Supermarket,0.4113196685651148,0.7996975102252121,0.999019078906782,782.79,135,7,0.5201800861161415,263.6958188019776,,Medium
67,Dowar Al Samaka,0.796504162622754,0.9883841255140492,0.9994502299698814,0.0,688,0,0.3093377207058264,0.0,,High
69,Bhashir,0.9190941601797726,0.9889792558217004,0.9992300303743924,151.51,932,0,0.3255618859835091,199.67394891426304,,High
75,Muhammed fayees grocery,0.4895065569409736,0.9044532177588264,0.9990887498758888,557.0,130,1,0.12599679111852,100.00825852782764,,Medium
86,Khair Al Madeena,0.8030402764430369,0.9893639474605006,0.9994769663658924,630.0,386,0,0.2005957430554645,140.27166666666665,,High
89,Noor Al Madina,0.6684534271533296,0.9872126355688334,0.9993600185622056,408.51,267,0,0.2618737907177134,99.990453110083,,Medium
92,Freshandbest,0.5223274153542752,0.9545616681393216,0.9983198188825408,792.5,152,6,0.3466967968655823,192.40372239747632,,Medium
98,Bab Al Rahma Grocery,0.3939016342042372,0.8973407471605866,0.999103652934324,3058.25,150,1,0.3793890000272504,124.82064906400718,,Medium
100,Blue Berry,0.509390782368187,0.9852002346171724,0.9994475138257012,1079.75,351,0,0.2887306519749585,149.40291734197731,,Medium
101,Carryfood,0.3198616726666057,0.6551311966526671,0.9983825605159088,1244.56,64,3,0.2808376238198864,100.0240245548628,,Medium
102,Al Ghubaiba Grocery,0.796504162622754,0.9883841255140492,0.9994502299698814,14575.0,675,0,0.2996990141812803,100.70634648370498,,High
105,Obaid Saeed Bilal Grocery,0.6057693003833118,0.9864197165501726,0.9993977988910702,630.75,297,0,0.2199901341090615,180.71319857312724,,Medium
106,Alla Mohammed Grocery,0.2164631093298154,0.941566614251281,0.9977536294574568,6037.38,79,11,0.0410966690227189,106.54959601681524,,Low
108,SUN N MOON SUPERMARKET,0.0122693491046638,0.0124425731272781,0.9990920585710616,10289.53,75,17,0.383796980422462,131.50570045473407,,Low
109,Gromart,0.7914307347849211,0.9778776947026728,0.9984806120283968,315.0,802,7,0.4575946052095452,215.08,,High
110,Al Rayan,0.7467038689233132,0.9596823324685736,0.9986818927164424,658.06,802,8,0.5229372380195727,145.32717381393795,,High
111,New Happy Land Sm &Departmaental Store,0.2682653440994928,0.9790876616268116,0.9990230691043436,4109.75,341,21,0.1365787487181012,125.22356591033518,,Low
116,New Rizwana Mini Mart (Branch),0.3170673366151996,0.9463382543234296,0.9987502254392556,3869.73,178,24,0.0646697402740906,101.04798009163429,,Medium
118,New Saravana Grocery,0.2683802076187527,0.9197104589654124,0.9988037634448054,3806.2,155,24,0.1069847690763741,113.19376280805004,,Low
119,MUHAMMED FAYEES GROCERY,0.0253123319559418,0.9990415524124407,0.9978957544855508,7913.79,77,11,0.0903579338132106,113.7254210687926,,Low
125,Al Musalla,0.0202579138551531,0.1906756435884244,0.9987643886294052,18209.52,75,18,0.4568038795493838,105.15095949810868,,Low
126,Al Saqr Al Abyad Mini Mart,0.5910450842286327,0.4728360673829062,0.3546270505371796,0.0,365,1,0.2689754207405195,0.0,,Medium
127,Abu Marwan,0.2282190318877812,0.990665805466066,0.9968816586434432,2928.96,70,16,0.1990973870260844,104.342531137332,,Low
132,Saleh Abdulla Grocery,0.5131890778791451,0.9675594483776588,0.9981585067321036,1440.55,136,6,0.1211768447700593,110.61025302835723,,Medium
137,Noor Sama Al Madina Grocery,0.1114128613567457,0.9925132883816812,0.9979628835149272,15490.75,66,21,0.6316454096377283,107.51838677920696,,Low
139,Fresh & More Mini Marr Llc,0.5910510983757585,0.8947284411995122,0.998763548246818,3327.75,245,6,0.096327859013874,124.30340320036062,,Medium
140,Sihr al madina supermarket,0.5163456849593624,0.930965592424148,0.9985779601166888,2200.02,180,22,0.7199780587689928,107.5342951427714,,Medium
145,Pluspoint Express Llc,0.3630575764579569,0.999211651449889,0.9972360510363082,44550.96,72,24,0.1185801818866498,107.03455211739544,,Medium
146,Zumurud Mart,0.789888319406988,0.9891528165169116,0.9994875292650628,0.0,425,0,0.0993076252765011,0.0,,High
147,Freshncare Mini Mart,0.5760259455814627,0.956657917991438,0.999224714317656,565.81,136,9,0.6895113927084011,182.38277867128545,,Medium
149,Namagiri Grocery,0.6523897062165932,0.9870822567491674,0.999428951096634,120.75,306,0,0.3919094083160372,254.6782608695652,,Medium
155,Al Nadhani Grocery,0.4741268786298622,0.8598127435536363,0.9990633647853374,1430.25,359,1,0.5843810296683162,100.00419507079184,,Medium
158,Al Manara Supermarket,0.2453328116553414,0.9836393834892906,0.9978163879352564,1558.66,94,24,0.2706553726740992,116.96614399548328,,Low
170,Grocers Grocery,0.9547036568031212,0.98940497459915,0.99908269972412,180.01,1015,0,0.2894419589150576,100.00694405866342,,High
171,Al Nihma Gate Grocery,0.8242295208367691,0.9884417233218128,0.999414032950044,199.0,737,0,0.3030583980088986,100.00854271356783,,High
173,Express mini mart llc,0.7285037716429911,0.9999640531200884,0.9983667282438266,3619.11,609,13,0.2366339431193146,113.22102671651318,,High
174,Faisal Sultan Grocery,0.7758837749726565,0.9884000604350064,0.9994765711830648,162.0,621,0,0.3681192345297389,100.00925925925924,,High
179,Faidh Al madeena grocery,0.7839833147294466,0.9903561796449524,0.9990350352335328,257.67,103,0,0.608305392477505,205.2974735126324,,High
180,Abdulla Ketait Grocery 042644150,0.0326543294025979,0.9980552224531122,0.9994679698883794,256781.93,82,15,0.3739993448485911,105.36986890004292,,Low
192,Al shahama Grocery,0.6552075737056029,0.9871210466386328,0.9994290834980049,113.75,312,0,0.4176165175314259,133.15384615384616,,Medium
194,DIYAA ALMADINA GROCERY L.L.C,0.0297427760566881,0.6002614086139406,0.9986408476326992,38001.09,84,11,0.5531521624588955,104.47219671856784,,Low
244,White Castle Grocery,0.4894080959881285,0.9999890876749749,0.9984795911617144,5786.01,344,18,0.1683779946589526,101.30322968677896,,Medium
249,Food Mart Supermarket Llc,0.2941471744904599,0.4750562782147342,0.9995676410912218,897.01,548,11,0.1688527493136941,100.0321624062162,,Low
253,Allo Market Llc,0.5299195275154748,0.922294284560199,0.9991145554349944,8582.26,383,17,0.2183481319505884,100.22131116978512,,Medium
255,Bader Aleslam General Trading L.L.C,0.7094741582184725,0.989333589525365,0.9992052446557697,253.51,135,0,0.1208912854072499,100.00078892351388,,High
257,Nawal Grocery,0.5122664386785245,0.999996641479834,0.9960764602694456,6998.59,81,12,0.1914473455614231,105.01935389842812,,Medium
268,Hadiya Al Jadeeda Grocery,0.4242594843368985,0.9998720157355554,0.9959856656804464,68655.86,70,24,0.2356034007722452,107.84147194427392,,Medium
273,CARAMEL CENTER LLC,0.6417003597920975,0.9549116094534932,0.9989037837182072,1994.22,665,3,0.0856890536209037,125.35006167825014,,Medium
277,Ashkanani Supermarket,0.6423817210940531,0.938227859967214,0.9989645850000416,459.76,121,0,0.2462173893529027,100.02131546894032,,Medium
281,Grocers Grocery,0.8008586499092069,0.9134004893372624,0.9992328063698718,374.79,845,2,0.4851241433081639,99.99919955174896,,High
284,Galaxy City Mini Mart,0.8673239465977416,0.946098391478285,0.9992131487619724,343.52,928,2,0.0528731224402514,130.8587564042851,,High
285,Nahda Al Madina Grocery Llc,0.9327418532836234,0.9891156685907034,0.9991845177186206,159.0,948,0,0.3598581084092719,100.00754716981132,,High
286,Aviation Supermarket,0.1656012829992579,0.5879476116859499,0.999181903789948,4551.67,268,24,0.2628216440958982,100.72679917480838,,Low
287,Al Jasmi,0.685686756918102,0.989164142427235,0.999214126824732,339.27,138,0,0.2569069351812657,99.99867362277833,,Medium
289,Al Horiyah Grocery L.L.C,0.8396257680985195,0.9884944463512636,0.9993921740219832,281.75,770,0,0.4070573922082585,100.03229813664596,,High
293,Arwa Grocery,0.5942243843570584,0.9183967609168222,0.9984737625764872,5266.11,152,24,0.3021913188016685,122.62571423688452,,Medium
297,Noor Al Karama Grocery L.L.C,0.1571862811567495,0.7427463170133575,0.9980441033100332,8496.32,66,22,0.120099022913889,121.73189098339046,,Low
298,Greens Grocery,0.733996143557943,0.9880879905721698,0.9993156414999146,225.0,232,0,0.6632372777775292,99.98333333333332,,High
299,Happy Way Grocery,0.9438479543211112,0.9892483395573484,0.9991388514433086,750.0,977,0,0.4939079499973898,134.4,,High
301,Noor Al Taqwa,0.5993308323610735,0.4794646658888588,0.3595984994166441,0.0,365,1,0.5729391240756736,0.0,,Medium
305,YAUMI MNI MART,0.5536904837139138,0.9879285018830296,0.9993408342937116,602.5,156,0,0.1030868820513069,100.00531120331952,,Medium
307,Malja Al Madina,0.1521946875219691,0.9700790102624884,0.9977906027006022,19937.11,81,24,0.1104050771064962,106.50123312756963,,Low
308,Al Jeel Al Saaed,0.5092250362009295,0.9998204095166378,0.9954550880886026,3078.24,68,24,0.0498556332639388,145.70598783720573,,Medium
309,Al Irfan Grocery,0.8242295208367691,0.9884417233218128,0.999414032950044,666.0,753,0,0.3268771689095011,100.00067567567568,,High
315,Al Wafa Corner Super Market,0.2343086013371405,0.9863020354536688,0.9974906332965175,14522.84,66,24,0.1781042011002398,109.01170501086564,,Low
317,Juma Yaqoot Juma Grocery,0.4647327822193709,0.6822885492990427,0.9994046813274986,685.02,565,9,0.2792513743548254,107.31606376456163,,Medium
318,Al Muhaisnah Grocery,0.7062602946380114,0.92901694212019,0.9987640235006296,395.51,134,24,0.2740852077687915,108.97689059695077,,High
319,Obaid humaid grocery,0.9547036568031212,0.98940497459915,0.99908269972412,158.54,1025,0,0.137445945001794,371.5466128421849,,High
320,Tawoos Al Madeena Super Market L.L.C,0.8242295208367691,0.9884417233218128,0.999414032950044,0.0,745,0,0.0775456393584267,0.0,,High
330,Fajr Al Madeena,0.5627806119219024,0.9650374841321188,0.9992626475888086,315.0,150,0,0.187454639541004,100.06666666666666,,Medium
333,Al Madeena Mini Mart,0.4397517954802082,0.8736870742093992,0.998930441613638,736.75,276,5,0.2667840441435663,172.10451306413302,,Medium
